takes_female,plural,classification,verb_id,frequency_rank,DOsentence,PDsentence,theme_type,theme_id,recipient_id,i,trial_set
FALSE,TRUE,alternating,174,74,Alice smuggled them a knife,Alice smuggled a knife to them,indef,4,pronoun,1843,92
FALSE,TRUE,alternating,174,74,Mary smuggled the team a knife,Mary smuggled a knife to the team,indef,4,shortDefinite,1844,43
FALSE,TRUE,alternating,174,74,Michael smuggled a team a knife,Michael smuggled a knife to a team,indef,4,shortIndefinite,1845,93
FALSE,TRUE,alternating,174,74,Linda smuggled the team from work something,Linda smuggled something to the team from work,something,5,longDefinite,1846,44
FALSE,TRUE,alternating,174,74,Juan smuggled a team from work something,Juan smuggled something to a team from work,something,5,longIndefinite,1847,95
FALSE,TRUE,alternating,174,74,Juan smuggled them something,Juan smuggled something to them,something,5,pronoun,1848,45
FALSE,TRUE,alternating,174,74,Linda smuggled the team something,Linda smuggled something to the team,something,5,shortDefinite,1849,96
FALSE,TRUE,alternating,174,74,Juan smuggled a team something,Juan smuggled something to a team,something,5,shortIndefinite,1850,47
TRUE,FALSE,alternating,175,75,Mary faxed the woman who was from work her signature,Mary faxed her signature to the woman who was from work,def,1,longDefinite,1851,97
TRUE,FALSE,alternating,175,75,Mary faxed a woman who was wearing a hat her signature,Mary faxed her signature to a woman who was wearing a hat,def,1,longIndefinite,1852,48
TRUE,FALSE,alternating,175,75,Mary faxed him her signature,Mary faxed her signature to him,def,1,pronoun,1853,98
TRUE,FALSE,alternating,175,75,Alice faxed the woman her signature,Alice faxed her signature to the woman,def,1,shortDefinite,1854,49
TRUE,FALSE,alternating,175,75,Mary faxed a woman her signature,Mary faxed her signature to a woman,def,1,shortIndefinite,1855,0
FALSE,FALSE,alternating,175,75,Alice faxed the woman who was wearing the hat the copy,Alice faxed the copy to the woman who was wearing the hat,def,2,longDefinite,1856,50
FALSE,FALSE,alternating,175,75,Bob faxed a woman from work the copy,Bob faxed the copy to a woman from work,def,2,longIndefinite,1857,1
FALSE,FALSE,alternating,175,75,Juan faxed her the copy,Juan faxed the copy to her,def,2,pronoun,1858,51
FALSE,FALSE,alternating,175,75,Maria faxed the man the copy,Maria faxed the copy to the man,def,2,shortDefinite,1859,2
FALSE,FALSE,alternating,175,75,John faxed a woman the copy,John faxed the copy to a woman,def,2,shortIndefinite,1860,53
FALSE,FALSE,alternating,175,75,Alice faxed the woman from work a letter,Alice faxed a letter to the woman from work,indef,3,longDefinite,1861,3
FALSE,FALSE,alternating,175,75,Juan faxed a woman who was wearing a hat a letter,Juan faxed a letter to a woman who was wearing a hat,indef,3,longIndefinite,1862,54
FALSE,FALSE,alternating,175,75,John faxed her a letter,John faxed a letter to her,indef,3,pronoun,1863,5
FALSE,FALSE,alternating,175,75,Michael faxed the man a letter,Michael faxed a letter to the man,indef,3,shortDefinite,1864,55
FALSE,FALSE,alternating,175,75,Michael faxed a woman a letter,Michael faxed a letter to a woman,indef,3,shortIndefinite,1865,6
FALSE,FALSE,alternating,175,75,Juan faxed the woman wearing the hat a form,Juan faxed a form to the woman wearing the hat,indef,4,longDefinite,1866,56
FALSE,FALSE,alternating,175,75,Bob faxed a woman who was from work a form,Bob faxed a form to a woman who was from work,indef,4,longIndefinite,1867,7
FALSE,FALSE,alternating,175,75,Alice faxed him a form,Alice faxed a form to him,indef,4,pronoun,1868,58
FALSE,FALSE,alternating,175,75,Linda faxed the man a form,Linda faxed a form to the man,indef,4,shortDefinite,1869,8
FALSE,FALSE,alternating,175,75,John faxed a woman a form,John faxed a form to a woman,indef,4,shortIndefinite,1870,59
FALSE,FALSE,alternating,175,75,Linda faxed the man who was from work something,Linda faxed something to the man who was from work,something,5,longDefinite,1871,10
FALSE,FALSE,alternating,175,75,Maria faxed a woman who was from work something,Maria faxed something to a woman who was from work,something,5,longIndefinite,1872,60
FALSE,FALSE,alternating,175,75,Linda faxed him something,Linda faxed something to him,something,5,pronoun,1873,11
FALSE,FALSE,alternating,175,75,Juan faxed the woman something,Juan faxed something to the woman,something,5,shortDefinite,1874,61
FALSE,FALSE,alternating,175,75,Maria faxed a man something,Maria faxed something to a man,something,5,shortIndefinite,1875,12
FALSE,FALSE,alternating,176,76,Alice relayed the man who was from work the message,Alice relayed the message to the man who was from work,def,1,longDefinite,1876,63
FALSE,FALSE,alternating,176,76,Bob relayed a woman who was from work the message,Bob relayed the message to a woman who was from work,def,1,longIndefinite,1877,13
FALSE,FALSE,alternating,176,76,Juan relayed her the message,Juan relayed the message to her,def,1,pronoun,1878,64
FALSE,FALSE,alternating,176,76,Bob relayed the man the message,Bob relayed the message to the man,def,1,shortDefinite,1879,14
FALSE,FALSE,alternating,176,76,Bob relayed a man the message,Bob relayed the message to a man,def,1,shortIndefinite,1880,65
FALSE,FALSE,alternating,176,76,Alice relayed the woman who was from work the results,Alice relayed the results to the woman who was from work,def,2,longDefinite,1881,16
FALSE,FALSE,alternating,176,76,Alice relayed a woman who was wearing a hat the results,Alice relayed the results to a woman who was wearing a hat,def,2,longIndefinite,1882,66
FALSE,FALSE,alternating,176,76,Juan relayed her the results,Juan relayed the results to her,def,2,pronoun,1883,17
FALSE,FALSE,alternating,176,76,Bob relayed the man the results,Bob relayed the results to the man,def,2,shortDefinite,1884,68
FALSE,FALSE,alternating,176,76,Juan relayed a man the results,Juan relayed the results to a man,def,2,shortIndefinite,1885,18
FALSE,FALSE,alternating,176,76,Michael relayed the man who was from work some findings,Michael relayed some findings to the man who was from work,indef,3,longDefinite,1886,69
FALSE,FALSE,alternating,176,76,Alice relayed a man from work some findings,Alice relayed some findings to a man from work,indef,3,longIndefinite,1887,19
FALSE,FALSE,alternating,176,76,Juan relayed her some findings,Juan relayed some findings to her,indef,3,pronoun,1888,70
FALSE,FALSE,alternating,176,76,Maria relayed the woman some findings,Maria relayed some findings to the woman,indef,3,shortDefinite,1889,21
FALSE,FALSE,alternating,176,76,Alice relayed a man some findings,Alice relayed some findings to a man,indef,3,shortIndefinite,1890,71
FALSE,FALSE,alternating,176,76,Juan relayed the man from work some information,Juan relayed some information to the man from work,indef,4,longDefinite,1891,22
FALSE,FALSE,alternating,176,76,John relayed a man who was wearing a hat some information,John relayed some information to a man who was wearing a hat,indef,4,longIndefinite,1892,73
FALSE,FALSE,alternating,176,76,Juan relayed her some information,Juan relayed some information to her,indef,4,pronoun,1893,23
FALSE,FALSE,alternating,176,76,Linda relayed the man some information,Linda relayed some information to the man,indef,4,shortDefinite,1894,74
FALSE,FALSE,alternating,176,76,Bob relayed a woman some information,Bob relayed some information to a woman,indef,4,shortIndefinite,1895,24
FALSE,FALSE,alternating,176,76,Linda relayed the woman who was wearing the hat something,Linda relayed something to the woman who was wearing the hat,something,5,longDefinite,1896,75
FALSE,FALSE,alternating,176,76,Bob relayed a man who was from work something,Bob relayed something to a man who was from work,something,5,longIndefinite,1897,26
FALSE,FALSE,alternating,176,76,Bob relayed her something,Bob relayed something to her,something,5,pronoun,1898,76
FALSE,FALSE,alternating,176,76,Linda relayed the woman something,Linda relayed something to the woman,something,5,shortDefinite,1899,27
FALSE,FALSE,alternating,176,76,Bob relayed a woman something,Bob relayed something to a woman,something,5,shortIndefinite,1900,78
FALSE,FALSE,alternating,177,77,Bob telephoned the man wearing the hat the message,Bob telephoned the message to the man wearing the hat,def,1,longDefinite,1901,28
FALSE,FALSE,alternating,177,77,Juan telephoned a man who was from work the message,Juan telephoned the message to a man who was from work,def,1,longIndefinite,1902,79
FALSE,FALSE,alternating,177,77,Maria telephoned him the message,Maria telephoned the message to him,def,1,pronoun,1903,29
FALSE,FALSE,alternating,177,77,Linda telephoned the woman the message,Linda telephoned the message to the woman,def,1,shortDefinite,1904,80
FALSE,FALSE,alternating,177,77,Alice telephoned a woman the message,Alice telephoned the message to a woman,def,1,shortIndefinite,1905,31
FALSE,FALSE,alternating,177,77,Michael telephoned the woman from work the results,Michael telephoned the results to the woman from work,def,2,longDefinite,1906,81
FALSE,FALSE,alternating,177,77,Alice telephoned a woman who was wearing a hat the results,Alice telephoned the results to a woman who was wearing a hat,def,2,longIndefinite,1907,32
FALSE,FALSE,alternating,177,77,Alice telephoned him the results,Alice telephoned the results to him,def,2,pronoun,1908,82
FALSE,FALSE,alternating,177,77,Bob telephoned the woman the results,Bob telephoned the results to the woman,def,2,shortDefinite,1909,33
FALSE,FALSE,alternating,177,77,Alice telephoned a man the results,Alice telephoned the results to a man,def,2,shortIndefinite,1910,84
FALSE,FALSE,alternating,177,77,Alice telephoned the woman who was wearing the hat some news,Alice telephoned some news to the woman who was wearing the hat,indef,3,longDefinite,1911,34
FALSE,FALSE,alternating,177,77,Michael telephoned a man from work some news,Michael telephoned some news to a man from work,indef,3,longIndefinite,1912,85
FALSE,FALSE,alternating,177,77,Alice telephoned him some news,Alice telephoned some news to him,indef,3,pronoun,1913,36
FALSE,FALSE,alternating,177,77,Alice telephoned the woman some news,Alice telephoned some news to the woman,indef,3,shortDefinite,1914,86
FALSE,FALSE,alternating,177,77,Maria telephoned a man some news,Maria telephoned some news to a man,indef,3,shortIndefinite,1915,37
FALSE,FALSE,alternating,177,77,Juan telephoned the man wearing the hat some information,Juan telephoned some information to the man wearing the hat,indef,4,longDefinite,1916,87
FALSE,FALSE,alternating,177,77,Alice telephoned a woman from work some information,Alice telephoned some information to a woman from work,indef,4,longIndefinite,1917,38
FALSE,FALSE,alternating,177,77,Michael telephoned her some information,Michael telephoned some information to her,indef,4,pronoun,1918,89
FALSE,FALSE,alternating,177,77,Alice telephoned the man some information,Alice telephoned some information to the man,indef,4,shortDefinite,1919,39
FALSE,FALSE,alternating,177,77,Linda telephoned a man some information,Linda telephoned some information to a man,indef,4,shortIndefinite,1920,90
FALSE,FALSE,alternating,177,77,Michael telephoned the woman who was from work something,Michael telephoned something to the woman who was from work,something,5,longDefinite,1921,41
FALSE,FALSE,alternating,177,77,Linda telephoned a man from work something,Linda telephoned something to a man from work,something,5,longIndefinite,1922,91
FALSE,FALSE,alternating,177,77,Bob telephoned her something,Bob telephoned something to her,something,5,pronoun,1923,42
FALSE,FALSE,alternating,177,77,John telephoned the man something,John telephoned something to the man,something,5,shortDefinite,1924,92
FALSE,FALSE,alternating,177,77,Mary telephoned a man something,Mary telephoned something to a man,something,5,shortIndefinite,1925,43
FALSE,FALSE,alternating,178,78,Maria rowed the man from work the  supplies,Maria rowed the  supplies to the man from work,def,1,longDefinite,1926,94
FALSE,FALSE,alternating,178,78,Maria rowed a woman who was wearing a hat the  supplies,Maria rowed the  supplies to a woman who was wearing a hat,def,1,longIndefinite,1927,44
FALSE,FALSE,alternating,178,78,Maria rowed him the  supplies,Maria rowed the  supplies to him,def,1,pronoun,1928,95
FALSE,FALSE,alternating,178,78,John rowed the woman the  supplies,John rowed the  supplies to the woman,def,1,shortDefinite,1929,45
FALSE,FALSE,alternating,178,78,Bob rowed a woman the  supplies,Bob rowed the  supplies to a woman,def,1,shortIndefinite,1930,96
FALSE,FALSE,alternating,178,78,Alice rowed the man from work the package,Alice rowed the package to the man from work,def,2,longDefinite,1931,47
FALSE,FALSE,alternating,178,78,Bob rowed a man who was from work the package,Bob rowed the package to a man who was from work,def,2,longIndefinite,1932,97
FALSE,FALSE,alternating,178,78,Mary rowed him the package,Mary rowed the package to him,def,2,pronoun,1933,48
FALSE,FALSE,alternating,178,78,Mary rowed the woman the package,Mary rowed the package to the woman,def,2,shortDefinite,1934,99
FALSE,FALSE,alternating,178,78,Mary rowed a man the package,Mary rowed the package to a man,def,2,shortIndefinite,1935,49
FALSE,FALSE,alternating,178,78,Alice rowed the woman wearing the hat some medicine,Alice rowed some medicine to the woman wearing the hat,indef,3,longDefinite,1936,0
FALSE,FALSE,alternating,178,78,Bob rowed a man wearing a hat some medicine,Bob rowed some medicine to a man wearing a hat,indef,3,longIndefinite,1937,50
FALSE,FALSE,alternating,178,78,Alice rowed him some medicine,Alice rowed some medicine to him,indef,3,pronoun,1938,1
FALSE,FALSE,alternating,178,78,Alice rowed the man some medicine,Alice rowed some medicine to the man,indef,3,shortDefinite,1939,52
FALSE,FALSE,alternating,178,78,Alice rowed a woman some medicine,Alice rowed some medicine to a woman,indef,3,shortIndefinite,1940,2
FALSE,FALSE,alternating,178,78,John rowed the man from work some goods,John rowed some goods to the man from work,indef,4,longDefinite,1941,53
FALSE,FALSE,alternating,178,78,John rowed a woman who was wearing a hat some goods,John rowed some goods to a woman who was wearing a hat,indef,4,longIndefinite,1942,4
FALSE,FALSE,alternating,178,78,Mary rowed him some goods,Mary rowed some goods to him,indef,4,pronoun,1943,54
FALSE,FALSE,alternating,178,78,Alice rowed the woman some goods,Alice rowed some goods to the woman,indef,4,shortDefinite,1944,5
FALSE,FALSE,alternating,178,78,John rowed a man some goods,John rowed some goods to a man,indef,4,shortIndefinite,1945,55
