takes_female,plural,classification,verb_id,frequency_rank,DOsentence,PDsentence,theme_type,theme_id,recipient_id,i,trial_set,DO_prob,PD_prob,ratio,BehavDOpreference,ngram_ratio,LSTM_ratio,GPT2_ratio,XLNet_ratio,GPT2_large_ratio,LSTM_ratio_new
FALSE,FALSE,alternating,160,60,Maria emailed a man from work the message,Maria emailed the message to a man from work,def,2,longIndefinite,1482,18,-40.16592612443492,-28.694678800355177,-11.47124732407974,30.0,0.19055557250976562,-4.447741389274597,-2.6894032955169678,9.846957683563232,-1.7821251153945923,-3.3966917991638184
FALSE,FALSE,alternating,160,60,Linda emailed him the message,Linda emailed the message to him,def,2,pronoun,1483,69,-18.215585508791264,-21.390008325339295,3.174422816548031,52.375,2.1750106811523438,-2.6997616291046143,4.702264726161957,6.4724602699279785,2.9479047060012817,-1.4314616918563843
FALSE,FALSE,alternating,160,60,John emailed the woman the message,John emailed the message to the woman,def,2,shortDefinite,1484,20,-17.227874279371463,-20.073956192063633,2.8460819126921706,45.0,-0.6998233795166016,-9.03858482837677,1.8477855920791626,4.187852144241333,1.741472065448761,-4.748708248138428
FALSE,FALSE,alternating,160,60,Linda emailed a man the message,Linda emailed the message to a man,def,2,shortIndefinite,1485,70,-26.738106498960406,-27.104990188294323,0.3668836893339176,35.111111111111114,0.057537078857421875,-8.51094937324524,1.0131277441978455,0.6547045707702637,-2.3093546628952026,-4.098189353942871
FALSE,FALSE,alternating,160,60,Bob emailed the man wearing the hat some instructions,Bob emailed some instructions to the man wearing the hat,indef,3,longDefinite,1486,21,-29.73531989188632,-30.935574090864975,1.200254198978655,36.1,-1.0930671691894531,-4.808810591697693,-1.6190416812896729,1.7484511137008667,-1.5448335409164429,-1.1120139360427856
FALSE,FALSE,alternating,160,60,Mary emailed a woman from work some instructions,Mary emailed some instructions to a woman from work,indef,3,longIndefinite,1487,71,-41.86023480538279,-32.165292877471074,-9.694941927911714,31.90909090909091,-0.5692558288574219,-3.7105484008789062,-1.2432740926742554,12.63366436958313,-1.9924323558807373,-4.015991568565369
FALSE,FALSE,alternating,160,60,John emailed her some instructions,John emailed some instructions to her,indef,3,pronoun,1488,22,-18.49931561950507,-20.533290939289145,2.0339753197840764,50.27272727272727,0.9152984619140625,-0.48833203315734863,3.277832865715027,8.896940469741821,3.7265148162841797,-0.49534928798675537
FALSE,FALSE,alternating,160,60,Mary emailed the man some instructions,Mary emailed some instructions to the man,indef,3,shortDefinite,1489,73,-19.3634685364741,-23.908633494516835,4.545164958042733,60.45454545454545,-0.3301048278808594,-3.394941806793213,2.9819830656051636,2.2800920009613037,0.6456485986709595,-1.4638721942901611
FALSE,FALSE,alternating,160,60,Alice emailed a man some instructions,Alice emailed some instructions to a man,indef,3,shortIndefinite,1490,23,-28.03853536187671,-29.57936451700516,1.5408291551284492,51.42857142857143,-0.40529632568359375,-2.601258158683777,1.416941523551941,0.02254509925842285,-1.9948984384536743,-1.1218185424804688
FALSE,FALSE,alternating,160,60,Alice emailed the man wearing the hat some comment,Alice emailed some comment to the man wearing the hat,indef,4,longDefinite,1491,74,-35.51300848741084,-37.7609606499027,2.247952162491856,28.307692307692307,-0.2925872802734375,-2.2229626178741455,0.9923427104949951,-0.7663111686706543,-0.5163295865058899,-0.8269228935241699
FALSE,FALSE,alternating,160,60,Bob emailed a woman who was wearing a hat some comment,Bob emailed some comment to a woman who was wearing a hat,indef,4,longIndefinite,1492,25,-31.8968915338628,-32.17540033569094,0.27850880182813853,34.18181818181818,-2.4187698364257812,-5.185940980911255,-1.8728728294372559,-3.983421206474304,-3.257757157087326,-1.1644800305366516
FALSE,FALSE,alternating,160,60,Mary emailed him some comment,Mary emailed some comment to him,indef,4,pronoun,1493,75,-25.06930040527368,-28.458005682216026,3.3887052769423462,52.583333333333336,2.8229637145996094,-2.6383461952209473,4.9351701736450195,9.987496376037598,1.4895343780517578,0.42138028144836426
FALSE,FALSE,alternating,160,60,Bob emailed the woman some comment,Bob emailed some comment to the woman,indef,4,shortDefinite,1494,26,-26.808999877772294,-31.594317388138734,4.78531751036644,44.44444444444444,-0.38098907470703125,-3.891616106033325,3.9732627868652344,9.129929542541504,1.8948405981063843,-0.9849754571914673
FALSE,FALSE,alternating,160,60,Michael emailed a man some comment,Michael emailed some comment to a man,indef,4,shortIndefinite,1495,76,-34.18620359455235,-37.573903925018385,3.387700330466032,33.0,0.05615997314453125,-2.420084238052368,3.9903368949890137,3.75033175945282,-0.29716992378234863,1.1554322242736816
FALSE,FALSE,alternating,160,60,Linda emailed the woman wearing the hat something,Linda emailed something to the woman wearing the hat,something,5,longDefinite,1496,27,-40.65400247939397,-32.89722554830951,-7.75677693108446,10.428571428571429,-0.3100852966308594,1.939007043838501,-0.9412147998809814,1.093309760093689,-0.9991499185562134,-0.893216609954834
FALSE,FALSE,alternating,160,60,Mary emailed a woman who was from work something,Mary emailed something to a woman who was from work,something,5,longIndefinite,1497,78,-42.92726839846,-36.33778248995077,-6.589485908509232,30.8,0.06549072265625,3.0981606245040894,-1.9001505374908447,-6.60051953792572,-5.753499150276184,2.447753667831421
FALSE,FALSE,alternating,160,60,Juan emailed her something,Juan emailed something to her,something,5,pronoun,1498,28,-23.771898085367866,-21.081450905418023,-2.6904471799498424,60.22222222222222,0.4657630920410156,-0.42740368843078613,2.4078075885772705,2.117496132850647,1.921174168586731,-2.076742649078369
FALSE,FALSE,alternating,160,60,Alice emailed the woman something,Alice emailed something to the woman,something,5,shortDefinite,1499,79,-20.223864764440805,-22.24072100207559,2.0168562376347836,45.27272727272727,-0.31008148193359375,-0.8979878425598145,1.1316602230072021,-7.193854212760925,1.8221339583396912,0.09318840503692627
FALSE,FALSE,alternating,160,60,Alice emailed a woman something,Alice emailed something to a woman,something,5,shortIndefinite,1500,30,-33.32191976625472,-28.707508468069136,-4.614411298185587,43.333333333333336,0.05180549621582031,0.5184859037399292,0.45101284980773926,-4.1585153341293335,-4.440326750278473,0.11158633232116699
FALSE,FALSE,alternating,161,61,Maria mailed the man from work the letter,Maria mailed the letter to the man from work,def,1,longDefinite,1501,80,-34.08372168452479,-23.40921770967543,-10.674503974849358,35.3,0.06932830810546875,-4.648910880088806,-2.924973249435425,2.450333833694458,-2.7103649973869324,-6.58325070142746
FALSE,FALSE,alternating,161,61,John mailed a woman wearing a hat the letter,John mailed the letter to a woman wearing a hat,def,1,longIndefinite,1502,31,-24.90336542762816,-17.187653011176735,-7.715712416451424,24.625,-0.7992515563964844,-9.649175941944122,-9.590124487876892,-0.894862174987793,-6.914527803659439,-12.321776926517487
FALSE,FALSE,alternating,161,61,Maria mailed him the letter,Maria mailed the letter to him,def,1,pronoun,1503,81,-14.481662899255753,-15.664293131325394,1.1826302320696414,51.166666666666664,1.3360481262207031,-4.110118985176086,2.702283501625061,-0.5335748195648193,1.979238212108612,-3.280574858188629
FALSE,FALSE,alternating,161,61,Mary mailed the man the letter,Mary mailed the letter to the man,def,1,shortDefinite,1504,32,-16.457299991277978,-17.845967657514848,1.38866766623687,44.5,0.22426795959472656,-7.456265687942505,-0.46474629640579224,2.3739529252052307,-0.43277162313461304,-5.290992021560669
FALSE,FALSE,alternating,161,61,Juan mailed a woman the letter,Juan mailed the letter to a woman,def,1,shortIndefinite,1505,83,-26.912544270046055,-21.651362910866737,-5.261181359179318,23.857142857142858,-0.08662223815917969,-4.337778449058533,-2.4418725967407227,-5.7510762214660645,-1.1554983258247375,-9.002845048904419
FALSE,FALSE,alternating,161,61,Linda mailed the man from work the package,Linda mailed the package to the man from work,def,2,longDefinite,1506,33,-37.11851107014809,-24.41731672064634,-12.701194349501748,24.5,1.0389556884765625,-5.17668890953064,-3.252140164375305,1.9751698970794678,-4.195799112319946,-4.357835054397583
FALSE,FALSE,alternating,161,61,Maria mailed a woman wearing a hat the package,Maria mailed the package to a woman wearing a hat,def,2,longIndefinite,1507,84,-29.19803198100999,-25.003706528572366,-4.194325452437624,15.3,-0.019847869873046875,-12.01074105501175,-11.569697350263596,12.043143630027771,-10.920888990163803,-11.435029149055481
FALSE,FALSE,alternating,161,61,Michael mailed her the package,Michael mailed the package to her,def,2,pronoun,1508,34,-19.043330394895747,-19.104215579835,0.06088518493925221,49.0,-0.2973957061767578,-5.505661725997925,1.1797900199890137,3.6211814880371094,1.0565906763076782,-6.34765088558197
FALSE,FALSE,alternating,161,61,Maria mailed the man the package,Maria mailed the package to the man,def,2,shortDefinite,1509,85,-21.799988171551377,-22.501247646054253,0.7012594745028764,30.77777777777778,1.1939010620117188,-4.460271120071411,-0.916622519493103,2.670400381088257,0.3909991979598999,-3.9057722091674805
FALSE,FALSE,alternating,161,61,Alice mailed a woman the package,Alice mailed the package to a woman,def,2,shortIndefinite,1510,36,-31.69589453563094,-26.067982672015205,-5.627911863615736,53.714285714285715,0.6927776336669922,-10.343145370483398,-2.7547736763954163,-2.8841298818588257,-2.4610856771469116,-8.976461231708527
FALSE,FALSE,alternating,161,61,Juan mailed the woman who was from work a note,Juan mailed a note to the woman who was from work,indef,3,longDefinite,1511,86,-35.617158506647684,-35.708927067695186,0.09176856104750186,36.833333333333336,-0.4024810791015625,-5.99549400806427,-7.391189903020859,-1.5186989307403564,-5.089858889579773,-7.763351559638977
FALSE,FALSE,alternating,161,61,Mary mailed a woman from work a note,Mary mailed a note to a woman from work,indef,3,longIndefinite,1512,37,-26.084854768472724,-27.74693055753596,1.6620757890632376,25.454545454545453,0.3166465759277344,-8.426465511322021,-3.065416097640991,9.087371587753296,-2.1121460795402527,-7.10670018196106
FALSE,FALSE,alternating,161,61,Mary mailed him a note,Mary mailed a note to him,indef,3,pronoun,1513,88,-13.658990411786363,-17.962955868802965,4.303965457016602,73.72727272727273,1.1088886260986328,-4.029555082321167,3.4091172218322754,5.4695494174957275,3.1108566522598267,-2.9376840591430664
FALSE,FALSE,alternating,161,61,Maria mailed the woman a note,Maria mailed a note to the woman,indef,3,shortDefinite,1514,38,-16.30819727887865,-22.390537338797003,6.0823400599183515,61.44444444444444,-0.5803585052490234,-5.927170276641846,0.7845645546913147,2.4147348403930664,1.8865801095962524,-4.207749843597412
FALSE,FALSE,alternating,161,61,Alice mailed a man a note,Alice mailed a note to a man,indef,3,shortIndefinite,1515,89,-22.015420952113345,-24.12167404172942,2.106253089616075,40.0,0.7877044677734375,-4.700794339179993,-0.912645012140274,-4.9791377782821655,2.614973306655884,-4.9264256954193115
FALSE,FALSE,alternating,161,61,Mary mailed the woman who was wearing the hat a gift,Mary mailed a gift to the woman who was wearing the hat,indef,4,longDefinite,1516,39,-25.994468635413796,-25.542188733350486,-0.45227990206331015,34.7,-2.225109100341797,-9.571613430976868,-4.863869249820709,-13.966372847557068,-2.17965030670166,-9.72016453742981
FALSE,FALSE,alternating,161,61,Alice mailed a man from work a gift,Alice mailed a gift to a man from work,indef,4,longIndefinite,1517,90,-29.616552110528573,-31.39092770102434,1.7743755904957652,29.0,-0.9455795288085938,-3.0693957209587097,-3.572762370109558,-5.558695316314697,0.5139975547790527,-4.867500483989716
FALSE,FALSE,alternating,161,61,Linda mailed him a gift,Linda mailed a gift to him,indef,4,pronoun,1518,41,-17.828015766921453,-22.060851124697365,4.232835357775912,56.38461538461539,0.19041824340820312,-2.856508731842041,5.892238795757294,10.423214435577393,3.663260042667389,-1.0536448955535889
FALSE,FALSE,alternating,161,61,Maria mailed the woman a gift,Maria mailed a gift to the woman,indef,4,shortDefinite,1519,91,-18.006723022845108,-25.698691292316653,7.691968269471545,47.9,-0.8737545013427734,-6.24896502494812,1.725759744644165,6.884099245071411,3.7899938821792603,-2.814136028289795
FALSE,FALSE,alternating,161,61,Alice mailed a man a gift,Alice mailed a gift to a man,indef,4,shortIndefinite,1520,42,-25.697644791100174,-29.616698880214244,3.91905408911407,35.09090909090909,-0.20292282104492188,-2.985738158226013,0.8149648904800415,6.836729884147644,4.23307728767395,-3.9135236144065857
FALSE,FALSE,alternating,161,61,Bob mailed the man wearing the hat something,Bob mailed something to the man wearing the hat,something,5,longDefinite,1521,93,-43.192636703606695,-33.82160193979507,-9.371034763811622,18.4,1.4863853454589844,-8.161344647407532,-5.7451213002204895,1.977829933166504,-3.766518712043762,-8.922705590724945
FALSE,FALSE,alternating,161,61,Juan mailed a man who was wearing a hat something,Juan mailed something to a man who was wearing a hat,something,5,longIndefinite,1522,43,-44.44810163299553,-28.061232531559654,-16.386869101435877,22.0,0.3509101867675781,-4.868069291114807,-5.804967254400253,-12.638886570930481,-6.669048249721527,-8.978709757328033
FALSE,FALSE,alternating,161,61,Maria mailed him something,Maria mailed something to him,something,5,pronoun,1523,94,-23.307298740721308,-26.327554857067298,3.0202561163459904,66.875,2.1906051635742188,-2.4370802640914917,1.9508402943611145,-2.032283663749695,2.0142775177955627,-3.06040620803833
FALSE,FALSE,alternating,161,61,John mailed the woman something,John mailed something to the woman,something,5,shortDefinite,1524,44,-24.811748075298965,-24.91489744768478,0.10314937238581479,47.57142857142857,1.25335693359375,-7.54001772403717,-0.2718161344528198,-3.4844391345977783,1.2472953796386719,-6.809992671012878
FALSE,FALSE,alternating,161,61,Alice mailed a man something,Alice mailed something to a man,something,5,shortIndefinite,1525,95,-32.496067648753524,-29.58201246219687,-2.914055186556652,48.857142857142854,1.4977741241455078,-6.425914406776428,-2.161421537399292,0.9496698379516602,-0.3179113268852234,-6.819520592689514
FALSE,FALSE,alternating,162,62,John batted the woman wearing the hat the ball,John batted the ball to the woman wearing the hat,def,1,longDefinite,1526,46,-43.644073438830674,-33.75967826647684,-9.884395172353834,14.25,-1.1823959350585938,-10.736400485038757,-10.640488743782043,-0.06184279918670654,-5.027679741382599,-9.640876054763794
FALSE,FALSE,alternating,162,62,Bob batted a woman who was from work the ball,Bob batted the ball to a woman who was from work,def,1,longIndefinite,1527,96,-61.81117573333904,-41.65620623459108,-20.15496949874796,11.272727272727273,1.4770698547363281,-5.703409671783447,-4.4530951380729675,-8.579169034957886,-3.062641143798828,-7.0209105014801025
