takes_female,plural,classification,verb_id,frequency_rank,DOsentence,PDsentence,theme_type,theme_id,recipient_id,i,trial_set,DO_prob,PD_prob,ratio
FALSE,FALSE,alternating,139,39,Juan assigned the woman who was wearing the hat the responsibility,Juan assigned the responsibility to the woman who was wearing the hat,def,2,longDefinite,956,92,-33.49568537133746,-26.16447027074173,-7.331215100595728
FALSE,FALSE,alternating,139,39,Juan assigned a man who was from work the responsibility,Juan assigned the responsibility to a man who was from work,def,2,longIndefinite,957,43,-54.21689668716863,-40.45679160626605,-13.760105080902576
FALSE,FALSE,alternating,139,39,Bob assigned her the responsibility,Bob assigned the responsibility to her,def,2,pronoun,958,93,-20.81414627376944,-21.192981276777573,0.37883500300813466
FALSE,FALSE,alternating,139,39,Bob assigned the woman the responsibility,Bob assigned the responsibility to the woman,def,2,shortDefinite,959,44,-24.821965895360336,-23.57916273502633,-1.242803160334006
FALSE,FALSE,alternating,139,39,Linda assigned a woman the responsibility,Linda assigned the responsibility to a woman,def,2,shortIndefinite,960,95,-29.901470601791516,-26.215589536353946,-3.68588106543757
FALSE,FALSE,alternating,139,39,John assigned the man wearing the hat an assistant,John assigned an assistant to the man wearing the hat,indef,3,longDefinite,961,45,-33.34302040445618,-34.73773610594799,1.3947157014918048
FALSE,FALSE,alternating,139,39,Michael assigned a man wearing a hat an assistant,Michael assigned an assistant to a man wearing a hat,indef,3,longIndefinite,962,96,-34.70368354767561,-37.562420623144135,2.8587370754685253
FALSE,FALSE,alternating,139,39,Alice assigned him an assistant,Alice assigned an assistant to him,indef,3,pronoun,963,47,-19.46304451394826,-24.708264315500855,5.245219801552594
FALSE,FALSE,alternating,139,39,Mary assigned the man an assistant,Mary assigned an assistant to the man,indef,3,shortDefinite,964,97,-21.765154474182054,-26.302895748754963,4.537741274572909
FALSE,FALSE,alternating,139,39,Mary assigned a man an assistant,Mary assigned an assistant to a man,indef,3,shortIndefinite,965,48,-29.311562527436763,-35.77040473604575,6.458842208608985
FALSE,FALSE,alternating,139,39,Mary assigned the woman wearing the hat a desk,Mary assigned a desk to the woman wearing the hat,indef,4,longDefinite,966,98,-39.00700074026827,-37.91455610468984,-1.0924446355784312
FALSE,FALSE,alternating,139,39,Mary assigned a woman who was from work a desk,Mary assigned a desk to a woman who was from work,indef,4,longIndefinite,967,49,-58.454462485271506,-41.70156730443705,-16.752895180834457
FALSE,FALSE,alternating,139,39,John assigned her a desk,John assigned a desk to her,indef,4,pronoun,968,0,-24.390758407767862,-25.402973141521215,1.0122147337533534
FALSE,FALSE,alternating,139,39,Maria assigned the woman a desk,Maria assigned a desk to the woman,indef,4,shortDefinite,969,50,-27.680113880429417,-29.460209277574904,1.7800953971454874
FALSE,FALSE,alternating,139,39,Michael assigned a woman a desk,Michael assigned a desk to a woman,indef,4,shortIndefinite,970,1,-30.6526447100332,-32.372976935468614,1.7203322254354134
FALSE,FALSE,alternating,139,39,John assigned the woman who was from work something,John assigned something to the woman who was from work,something,5,longDefinite,971,52,-51.306492099072784,-47.44488771620672,-3.8616043828660622
FALSE,FALSE,alternating,139,39,Maria assigned a man from work something,Maria assigned something to a man from work,something,5,longIndefinite,972,2,-55.459077284671366,-41.716631096671335,-13.74244618800003
FALSE,FALSE,alternating,139,39,Maria assigned him something,Maria assigned something to him,something,5,pronoun,973,53,-31.985766652505845,-31.03552524233237,-0.9502414101734757
FALSE,FALSE,alternating,139,39,Juan assigned the man something,Juan assigned something to the man,something,5,shortDefinite,974,3,-31.385879832785577,-31.89725464116782,0.5113748083822429
FALSE,FALSE,alternating,139,39,John assigned a woman something,John assigned something to a woman,something,5,shortIndefinite,975,54,-41.78716108575463,-36.289357824018225,-5.497803261736408
FALSE,FALSE,alternating,140,40,Michael advanced the man who was from work the money,Michael advanced the money to the man who was from work,def,1,longDefinite,976,5,-58.865089239319786,-43.49875321413856,-15.366336025181226
FALSE,FALSE,alternating,140,40,Maria advanced a man wearing a hat the money,Maria advanced the money to a man wearing a hat,def,1,longIndefinite,977,55,-44.430889901472256,-32.64902638690546,-11.781863514566794
FALSE,FALSE,alternating,140,40,Michael advanced her the money,Michael advanced the money to her,def,1,pronoun,978,6,-29.120151603827253,-27.985078579513356,-1.135073024313897
FALSE,FALSE,alternating,140,40,Maria advanced the woman the money,Maria advanced the money to the woman,def,1,shortDefinite,979,56,-30.428322051651776,-32.88861006544903,2.4602880137972534
FALSE,FALSE,alternating,140,40,Maria advanced a man the money,Maria advanced the money to a man,def,1,shortIndefinite,980,7,-45.48327601887286,-37.622239257209,-7.861036761663854
FALSE,FALSE,alternating,140,40,Linda advanced the woman wearing the hat the loan,Linda advanced the loan to the woman wearing the hat,def,2,longDefinite,981,58,-53.25116553361295,-43.854561837622896,-9.396603695990052
FALSE,FALSE,alternating,140,40,Michael advanced a woman wearing a hat the loan,Michael advanced the loan to a woman wearing a hat,def,2,longIndefinite,982,8,-52.65676811756566,-38.91128361807205,-13.745484499493614
FALSE,FALSE,alternating,140,40,Alice advanced him the loan,Alice advanced the loan to him,def,2,pronoun,983,59,-37.021014185622334,-32.03121030237526,-4.9898038832470775
FALSE,FALSE,alternating,140,40,Maria advanced the woman the loan,Maria advanced the loan to the woman,def,2,shortDefinite,984,10,-38.379021307686344,-38.28902731509879,-0.08999399258755147
FALSE,FALSE,alternating,140,40,Juan advanced a man the loan,Juan advanced the loan to a man,def,2,shortIndefinite,985,60,-52.321239525452256,-46.677612425759435,-5.6436270996928215
FALSE,FALSE,alternating,140,40,John advanced the woman who was wearing the hat a payment,John advanced a payment to the woman who was wearing the hat,indef,3,longDefinite,986,11,-42.11898901965469,-38.21117549017072,-3.907813529483974
FALSE,FALSE,alternating,140,40,Juan advanced a woman wearing a hat a payment,Juan advanced a payment to a woman wearing a hat,indef,3,longIndefinite,987,61,-50.905951098538935,-44.868575286120176,-6.037375812418759
FALSE,FALSE,alternating,140,40,John advanced her a payment,John advanced a payment to her,indef,3,pronoun,988,12,-33.112314844504,-36.62337005138397,3.5110552068799734
FALSE,FALSE,alternating,140,40,Mary advanced the woman a payment,Mary advanced a payment to the woman,indef,3,shortDefinite,989,63,-36.148206586483866,-38.42010969622061,2.2719031097367406
FALSE,FALSE,alternating,140,40,Juan advanced a man a payment,Juan advanced a payment to a man,indef,3,shortIndefinite,990,13,-48.65143896639347,-44.11104530841112,-4.540393657982349
FALSE,FALSE,alternating,140,40,Michael advanced the woman who was wearing the hat a proposal,Michael advanced a proposal to the woman who was wearing the hat,indef,4,longDefinite,991,64,-37.546830578823574,-36.27163956826553,-1.2751910105580464
FALSE,FALSE,alternating,140,40,Juan advanced a man from work a proposal,Juan advanced a proposal to a man from work,indef,4,longIndefinite,992,15,-51.95347747579217,-45.904629525728524,-6.048847950063646
FALSE,FALSE,alternating,140,40,Maria advanced him a proposal,Maria advanced a proposal to him,indef,4,pronoun,993,65,-28.57283757813275,-31.013744197785854,2.4409066196531057
FALSE,FALSE,alternating,140,40,Mary advanced the man a proposal,Mary advanced a proposal to the man,indef,4,shortDefinite,994,16,-33.95071457908489,-36.013820422813296,2.063105843728408
FALSE,FALSE,alternating,140,40,Juan advanced a woman a proposal,Juan advanced a proposal to a woman,indef,4,shortIndefinite,995,66,-48.088505651801825,-39.44373650662601,-8.644769145175815
FALSE,FALSE,alternating,140,40,Alice advanced the woman who was wearing the hat something,Alice advanced something to the woman who was wearing the hat,something,5,longDefinite,996,17,-42.987373392796144,-44.562983100127894,1.5756097073317505
FALSE,FALSE,alternating,140,40,Alice advanced a man from work something,Alice advanced something to a man from work,something,5,longIndefinite,997,68,-64.36920388787985,-52.55432226601988,-11.814881621859968
FALSE,FALSE,alternating,140,40,Bob advanced her something,Bob advanced something to her,something,5,pronoun,998,18,-43.169496826827526,-41.931862271623686,-1.2376345552038401
FALSE,FALSE,alternating,140,40,Maria advanced the man something,Maria advanced something to the man,something,5,shortDefinite,999,69,-41.951522138901055,-42.43181321886368,0.4802910799626261
FALSE,FALSE,alternating,140,40,Maria advanced a woman something,Maria advanced something to a woman,something,5,shortIndefinite,1000,20,-55.27550204843283,-51.33625548472628,-3.939246563706547
FALSE,FALSE,alternating,141,41,Mary guaranteed the man who was from work the job,Mary guaranteed the job to the man who was from work,def,1,longDefinite,1001,70,-48.996028864057735,-43.115546854562126,-5.8804820094956085
FALSE,FALSE,alternating,141,41,John guaranteed a woman from work the job,John guaranteed the job to a woman from work,def,1,longIndefinite,1002,21,-48.16177038452588,-34.8168078251183,-13.344962559407577
FALSE,FALSE,alternating,141,41,Bob guaranteed her the job,Bob guaranteed the job to her,def,1,pronoun,1003,71,-24.096447196556255,-26.392773121828213,2.296325925271958
FALSE,FALSE,alternating,141,41,Linda guaranteed the woman the job,Linda guaranteed the job to the woman,def,1,shortDefinite,1004,22,-25.651572041329928,-28.74449711840134,3.0929250770714134
FALSE,FALSE,alternating,141,41,Linda guaranteed a man the job,Linda guaranteed the job to a man,def,1,shortIndefinite,1005,73,-30.607931590173393,-28.706505121663213,-1.9014264685101807
FALSE,FALSE,alternating,141,41,Mary guaranteed the woman who was wearing the hat the payment,Mary guaranteed the payment to the woman who was wearing the hat,def,2,longDefinite,1006,23,-38.00831886474043,-32.19358078145888,-5.814738083281554
FALSE,FALSE,alternating,141,41,Alice guaranteed a woman from work the payment,Alice guaranteed the payment to a woman from work,def,2,longIndefinite,1007,74,-59.89386054966599,-38.199117242358625,-21.694743307307363
FALSE,FALSE,alternating,141,41,Michael guaranteed her the payment,Michael guaranteed the payment to her,def,2,pronoun,1008,24,-26.33308423263952,-28.760842472780496,2.4277582401409745
FALSE,FALSE,alternating,141,41,Mary guaranteed the man the payment,Mary guaranteed the payment to the man,def,2,shortDefinite,1009,75,-28.70142084499821,-29.270765589550138,0.5693447445519269
FALSE,FALSE,alternating,141,41,Linda guaranteed a man the payment,Linda guaranteed the payment to a man,def,2,shortIndefinite,1010,26,-35.6189983820077,-34.28290959214792,-1.3360887898597866
FALSE,FALSE,alternating,141,41,Maria guaranteed the woman wearing the hat a spot,Maria guaranteed a spot to the woman wearing the hat,indef,3,longDefinite,1011,76,-42.7942921500653,-47.899813392810756,5.1055212427454535
FALSE,FALSE,alternating,141,41,Alice guaranteed a man wearing a hat a spot,Alice guaranteed a spot to a man wearing a hat,indef,3,longIndefinite,1012,27,-37.153107427060604,-41.8682836976368,4.715176270576194
FALSE,FALSE,alternating,141,41,Bob guaranteed her a spot,Bob guaranteed a spot to her,indef,3,pronoun,1013,78,-27.4226492268499,-40.34957214980386,12.926922922953963
FALSE,FALSE,alternating,141,41,Mary guaranteed the man a spot,Mary guaranteed a spot to the man,indef,3,shortDefinite,1014,28,-32.009077428956516,-44.50946604879573,12.500388619839214
FALSE,FALSE,alternating,141,41,John guaranteed a man a spot,John guaranteed a spot to a man,indef,3,shortIndefinite,1015,79,-33.097381566651165,-43.5650581959635,10.467676629312336
FALSE,FALSE,alternating,141,41,Alice guaranteed the woman who was wearing the hat a refund,Alice guaranteed a refund to the woman who was wearing the hat,indef,4,longDefinite,1016,29,-31.787626002565958,-25.159418457187712,-6.628207545378245
FALSE,FALSE,alternating,141,41,Mary guaranteed a man from work a refund,Mary guaranteed a refund to a man from work,indef,4,longIndefinite,1017,80,-31.808648615842685,-31.543047547107562,-0.2656010687351227
FALSE,FALSE,alternating,141,41,Michael guaranteed her a refund,Michael guaranteed a refund to her,indef,4,pronoun,1018,31,-17.582935467828065,-19.230297570698895,1.6473621028708294
FALSE,FALSE,alternating,141,41,John guaranteed the man a refund,John guaranteed a refund to the man,indef,4,shortDefinite,1019,81,-18.7123131363187,-19.646676260977983,0.934363124659285
FALSE,FALSE,alternating,141,41,Mary guaranteed a man a refund,Mary guaranteed a refund to a man,indef,4,shortIndefinite,1020,32,-25.007836644072086,-26.719629566650838,1.711792922578752
FALSE,FALSE,alternating,141,41,Bob guaranteed the man who was wearing the hat something,Bob guaranteed something to the man who was wearing the hat,something,5,longDefinite,1021,83,-45.93124635913409,-44.38299001858104,-1.5482563405530527
FALSE,FALSE,alternating,141,41,John guaranteed a man who was wearing a hat something,John guaranteed something to a man who was wearing a hat,something,5,longIndefinite,1022,33,-47.743061791174114,-43.718155504669994,-4.02490628650412
FALSE,FALSE,alternating,141,41,Maria guaranteed him something,Maria guaranteed something to him,something,5,pronoun,1023,84,-30.371892432449386,-38.439390507526696,8.06749807507731
FALSE,FALSE,alternating,141,41,John guaranteed the man something,John guaranteed something to the man,something,5,shortDefinite,1024,34,-28.561632244382054,-37.335006928187795,8.773374683805741
FALSE,FALSE,alternating,141,41,Mary guaranteed a man something,Mary guaranteed something to a man,something,5,shortIndefinite,1025,85,-41.225664352066815,-39.64161375258118,-1.5840505994856358
FALSE,FALSE,alternating,142,42,Juan tipped the man who was from work ten bucks,Juan tipped ten bucks to the man who was from work,def,1,longDefinite,1026,36,-37.393142417713534,-37.34656218136661,-0.04658023634692654
